cb_person_default_on_file,person_home_ownership,person_income
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
Y,MORTGAGE,79050
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,OWN,30000
N,MORTGAGE,105000
N,MORTGAGE,105000
Y,OWN,30000
N,MORTGAGE,79050
N,MORTGAGE,105000
Y,MORTGAGE,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,OWN,30000
N,MORTGAGE,105000
N,RENT,76000
N,OWN,105000
N,MORTGAGE,105000
N,MORTGAGE,105000
N,RENT,76113
N,MORTGAGE,105000
N,RENT,90000
N,MORTGAGE,105000
Y,OWN,30000
N,MORTGAGE,105000
N,OWN,30000
N,MORTGAGE,105000
N,MORTGAGE,105000
Y,MORTGAGE,105000
Y,MORTGAGE,105000
Y,RENT,40000
N,MORTGAGE,105600
Y,MORTGAGE,93900
N,MORTGAGE,93924
Y,RENT,28800
N,MORTGAGE,105996
N,MORTGAGE,106000
N,MORTGAGE,106000
N,MORTGAGE,106000
N,MORTGAGE,106000
N,MORTGAGE,106000
N,MORTGAGE,106000
N,MORTGAGE,106000
N,MORTGAGE,106000
Y,RENT,28896
N,MORTGAGE,106000
N,RENT,30000
N,MORTGAGE,106000
N,MORTGAGE,106000
N,MORTGAGE,106000
Y,OWN,106000
N,RENT,31200
N,MORTGAGE,106300
N,MORTGAGE,106300
N,MORTGAGE,106358
Y,OWN,30000
N,MORTGAGE,106369
N,MORTGAGE,106369
N,MORTGAGE,106500
N,MORTGAGE,106800
N,RENT,32000
N,RENT,32000
N,MORTGAGE,107000
N,MORTGAGE,107000
N,RENT,32568
N,MORTGAGE,107000
N,RENT,32960
N,MORTGAGE,107000
Y,MORTGAGE,107000
N,MORTGAGE,107000
N,MORTGAGE,107004
Y,MORTGAGE,107004
N,RENT,33600
N,MORTGAGE,107220
N,MORTGAGE,107364
N,OWN,107400
Y,OWN,107800
Y,RENT,34000
N,MORTGAGE,96000
N,MORTGAGE,108000
N,MORTGAGE,108000
N,MORTGAGE,108000
N,RENT,35000
N,MORTGAGE,108000
N,MORTGAGE,108000
Y,MORTGAGE,96000
N,RENT,35040
N,MORTGAGE,108000
N,MORTGAGE,108000
N,MORTGAGE,108000
N,MORTGAGE,108000
Y,MORTGAGE,108000
N,MORTGAGE,108000
N,RENT,36000
Y,MORTGAGE,108000
N,RENT,37000
Y,MORTGAGE,108000
N,MORTGAGE,108000
Y,RENT,38000
Y,MORTGAGE,96000
Y,MORTGAGE,108000
Y,MORTGAGE,108041
Y,MORTGAGE,108202
N,MORTGAGE,108717
N,MORTGAGE,108928
Y,MORTGAGE,108996
N,RENT,39000
N,MORTGAGE,109000
N,MORTGAGE,109000
Y,OWN,109000
Y,MORTGAGE,109000
N,MORTGAGE,82450
Y,MORTGAGE,97000
Y,MORTGAGE,109200
N,MORTGAGE,109200
N,MORTGAGE,109488
N,OWN,29000
N,MORTGAGE,109800
N,RENT,39600
N,MORTGAGE,110000
N,RENT,33000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,33600
N,MORTGAGE,110000
N,MORTGAGE,110000
N,OWN,110000
N,RENT,40800
Y,RENT,41000
N,RENT,42000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,42000
N,MORTGAGE,110000
Y,RENT,42000
N,MORTGAGE,98000
N,MORTGAGE,98000
N,MORTGAGE,110000
N,MORTGAGE,98000
N,MORTGAGE,110000
N,MORTGAGE,98000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,44000
Y,MORTGAGE,83300
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,OWN,28800
N,MORTGAGE,110000
N,MORTGAGE,110000
N,OWN,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,46080
N,MORTGAGE,110000
N,RENT,46800
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,47340
N,MORTGAGE,110000
Y,OWN,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,48000
N,RENT,42000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
Y,RENT,42000
N,RENT,48000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,83300
N,RENT,48192
N,RENT,50000
N,RENT,50000
N,RENT,44000
N,MORTGAGE,110000
N,RENT,50000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
Y,OWN,110000
N,OWN,110000
N,RENT,34000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,RENT,35000
Y,MORTGAGE,110000
N,RENT,35000
N,MORTGAGE,110000
N,RENT,35000
N,MORTGAGE,110000
N,RENT,35000
Y,MORTGAGE,110000
N,MORTGAGE,110000
Y,MORTGAGE,83300
N,MORTGAGE,98000
N,MORTGAGE,110000
N,RENT,30000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110000
N,MORTGAGE,110004
N,MORTGAGE,110004
Y,MORTGAGE,110004
N,MORTGAGE,110004
N,MORTGAGE,110244
Y,RENT,30144
N,RENT,36700
N,RENT,37000
N,MORTGAGE,110888
N,RENT,37000
N,MORTGAGE,111000
N,RENT,37200
N,RENT,37440
Y,RENT,37600
N,OWN,28000
Y,MORTGAGE,111740
N,RENT,38000
N,MORTGAGE,111996
N,RENT,38004
N,RENT,38016
N,MORTGAGE,112000
N,OWN,112000
Y,MORTGAGE,112000
N,MORTGAGE,112000
N,MORTGAGE,100000
N,MORTGAGE,112000
N,MORTGAGE,112000
N,MORTGAGE,112000
N,MORTGAGE,112000
N,MORTGAGE,112123
N,RENT,40000
N,MORTGAGE,112200
N,RENT,40000
N,MORTGAGE,112445
N,RENT,40000
Y,MORTGAGE,112500
N,MORTGAGE,112500
Y,RENT,34000
N,MORTGAGE,112548
N,OWN,112732
N,MORTGAGE,112921
N,MORTGAGE,112992
N,RENT,40277
N,RENT,40500
N,MORTGAGE,113000
Y,MORTGAGE,113000
N,OWN,27600
N,RENT,41000
N,RENT,41000
N,RENT,36000
Y,MORTGAGE,113000
N,MORTGAGE,113000
N,MORTGAGE,113004
N,MORTGAGE,113300
N,RENT,42000
N,OWN,113400
N,OWN,113500
N,MORTGAGE,113800
N,MORTGAGE,114000
N,MORTGAGE,102000
N,MORTGAGE,114000
N,MORTGAGE,114000
N,MORTGAGE,114000
N,MORTGAGE,114000
N,MORTGAGE,114000
N,OWN,27504
N,MORTGAGE,114000
Y,MORTGAGE,114000
Y,OWN,27500
N,MORTGAGE,114000
N,MORTGAGE,86700
N,MORTGAGE,114000
N,MORTGAGE,114400
N,MORTGAGE,114400
N,MORTGAGE,114400
N,RENT,42500
N,MORTGAGE,114996
N,MORTGAGE,114996
N,MORTGAGE,103000
N,RENT,43000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,RENT,44000
N,RENT,44000
N,MORTGAGE,115000
N,RENT,44000
N,RENT,44104
Y,RENT,44400
N,MORTGAGE,115000
N,RENT,44400
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
Y,MORTGAGE,115000
Y,MORTGAGE,115000
N,MORTGAGE,115000
Y,OWN,115000
Y,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
Y,MORTGAGE,103000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,RENT,45000
Y,RENT,39000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
N,MORTGAGE,115000
Y,MORTGAGE,115000
N,MORTGAGE,115000
Y,MORTGAGE,115000
N,MORTGAGE,115000
N,OWN,27000
N,OWN,115000
N,MORTGAGE,115000
Y,MORTGAGE,115000
Y,MORTGAGE,115000
N,MORTGAGE,115000
N,RENT,45400
N,MORTGAGE,115200
N,RENT,45600
N,MORTGAGE,115742
N,MORTGAGE,115752
N,MORTGAGE,116000
Y,OWN,116000
N,OWN,116000
N,MORTGAGE,116000
N,RENT,47000
N,MORTGAGE,116000
N,MORTGAGE,116000
Y,RENT,29040
N,MORTGAGE,116000
N,MORTGAGE,116004
N,MORTGAGE,116004
N,RENT,33048
N,MORTGAGE,104400
N,OWN,26400
Y,MORTGAGE,116500
N,RENT,35000
N,MORTGAGE,117000
N,MORTGAGE,117000
N,MORTGAGE,117000
N,MORTGAGE,117000
Y,RENT,36129
N,MORTGAGE,117500
N,OWN,117500
N,MORTGAGE,117500
N,MORTGAGE,117516
Y,MORTGAGE,117600
N,OWN,26400
N,MORTGAGE,117832
N,MORTGAGE,117996
N,MORTGAGE,118000
N,MORTGAGE,118000
Y,MORTGAGE,118000
N,RENT,47881
Y,MORTGAGE,118374
N,MORTGAGE,118400
N,MORTGAGE,118500
N,RENT,48000
N,MORTGAGE,119000
N,OWN,26000
N,MORTGAGE,119000
Y,MORTGAGE,119000
N,OWN,26000
N,MORTGAGE,119000
N,OWN,119000
N,MORTGAGE,119000
N,MORTGAGE,119000
Y,MORTGAGE,107450
Y,MORTGAGE,119500
N,MORTGAGE,119604
N,MORTGAGE,119700
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,OWN,26000
N,OWN,26000
N,RENT,48000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,42000
Y,RENT,48500
Y,RENT,48500
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,48564
N,MORTGAGE,120000
Y,MORTGAGE,120000
N,RENT,43992
N,MORTGAGE,120000
N,RENT,50000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,OWN,120000
Y,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,OWN,25800
N,RENT,50000
N,OWN,120000
N,OWN,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,108000
N,RENT,44000
N,OWN,120000
N,MORTGAGE,120000
Y,MORTGAGE,91800
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,108000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,108000
N,RENT,50000
Y,RENT,50000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,50000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,OWN,120000
N,MORTGAGE,120000
Y,OWN,120000
N,MORTGAGE,120000
N,OWN,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,RENT,50880
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,OWN,25000
Y,OWN,25000
N,MORTGAGE,91800
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,51395
Y,OWN,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,MORTGAGE,120000
N,MORTGAGE,108000
N,MORTGAGE,120000
N,OWN,120000
Y,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,OWN,120000
N,RENT,52800
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,24000
N,RENT,24000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,25200
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,91800
N,MORTGAGE,120000
Y,MORTGAGE,108000
N,RENT,30000
N,MORTGAGE,120000
N,OWN,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,38400
N,MORTGAGE,120000
Y,RENT,33000
N,RENT,40000
N,RENT,40000
N,MORTGAGE,120000
Y,RENT,34000
N,RENT,42000
Y,RENT,36000
N,OWN,25000
Y,RENT,42000
N,RENT,43200
N,MORTGAGE,120000
Y,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
N,RENT,51000
N,MORTGAGE,120000
Y,MORTGAGE,120000
Y,MORTGAGE,91800
Y,RENT,51600
N,MORTGAGE,120000
N,RENT,63500
N,RENT,67171
N,MORTGAGE,120000
N,MORTGAGE,108000
N,RENT,68000
N,MORTGAGE,91800
Y,MORTGAGE,91800
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,MORTGAGE,91800
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,120000
Y,RENT,86000
N,OWN,24996
Y,MORTGAGE,120579
N,MORTGAGE,120602
Y,MORTGAGE,120999
N,RENT,10800
N,MORTGAGE,121000
N,RENT,12000
Y,MORTGAGE,121000
N,MORTGAGE,121000
N,RENT,12996
N,MORTGAGE,121008
Y,MORTGAGE,92801
N,MORTGAGE,121500
N,MORTGAGE,121722
Y,MORTGAGE,109900
Y,MORTGAGE,122000
N,OWN,24840
N,MORTGAGE,122000
Y,RENT,14400
N,MORTGAGE,122000
N,MORTGAGE,122000
N,MORTGAGE,122004
N,MORTGAGE,122400
N,MORTGAGE,122400
N,MORTGAGE,122880
Y,MORTGAGE,123000
Y,MORTGAGE,123000
N,MORTGAGE,123000
N,MORTGAGE,111000
N,OWN,123000
Y,MORTGAGE,123000
N,MORTGAGE,94350
N,MORTGAGE,111000
N,RENT,18000
N,MORTGAGE,123504
N,MORTGAGE,123996
N,MORTGAGE,124000
N,MORTGAGE,124000
N,MORTGAGE,124000
N,MORTGAGE,124000
N,MORTGAGE,124000
N,MORTGAGE,124000
Y,OWN,124000
N,RENT,19200
N,MORTGAGE,124596
N,OWN,24000
N,OWN,24000
N,RENT,20004
Y,MORTGAGE,124800
N,MORTGAGE,124992
N,MORTGAGE,125000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,RENT,21600
N,OWN,125000
Y,RENT,21600
N,MORTGAGE,125000
N,RENT,22968
N,MORTGAGE,125000
N,RENT,24000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,RENT,24840
N,MORTGAGE,125000
N,MORTGAGE,125000
N,MORTGAGE,125000
Y,RENT,26000
Y,MORTGAGE,113000
N,RENT,53000
Y,RENT,48000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,MORTGAGE,125000
Y,RENT,54996
N,MORTGAGE,125000
N,RENT,54996
N,MORTGAGE,125000
N,MORTGAGE,125000
Y,MORTGAGE,125000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,OWN,125000
N,RENT,55000
N,MORTGAGE,113000
N,MORTGAGE,125000
Y,RENT,55000
N,MORTGAGE,125000
N,MORTGAGE,125000
N,OWN,24000
N,MORTGAGE,125000
N,OWN,24000
N,OWN,24000
N,OWN,24000
N,MORTGAGE,125000
Y,MORTGAGE,96050
N,MORTGAGE,125000
N,MORTGAGE,125000
N,OWN,125000
N,RENT,50000
Y,OWN,24000
N,MORTGAGE,125000
Y,MORTGAGE,125000
N,MORTGAGE,125000
Y,MORTGAGE,125000
N,RENT,56496
Y,MORTGAGE,113000
N,RENT,57000
Y,MORTGAGE,125000
N,MORTGAGE,113000
Y,MORTGAGE,125000
N,OWN,125000
N,MORTGAGE,125000
N,MORTGAGE,96053
N,RENT,51500
N,RENT,57720
N,RENT,58000
N,MORTGAGE,125004
N,MORTGAGE,125600
N,MORTGAGE,126000
N,MORTGAGE,126000
N,MORTGAGE,126000
N,MORTGAGE,126000
N,MORTGAGE,126000
N,MORTGAGE,126000
N,MORTGAGE,126000
N,MORTGAGE,126000
N,MORTGAGE,114000
Y,RENT,58000
N,MORTGAGE,126000
N,OWN,24000
N,MORTGAGE,126000
N,OWN,24000
N,RENT,59200
Y,RENT,59534
N,OWN,24000
Y,MORTGAGE,126132
Y,RENT,54000
N,MORTGAGE,126400
N,MORTGAGE,114500
N,MORTGAGE,126696
N,MORTGAGE,127000
N,MORTGAGE,127000
N,MORTGAGE,115000
N,MORTGAGE,127000
N,MORTGAGE,116000
N,MORTGAGE,128000
N,MORTGAGE,128000
N,MORTGAGE,116000
Y,MORTGAGE,116000
N,OWN,128004
N,MORTGAGE,128148
Y,MORTGAGE,128400
N,MORTGAGE,116899
Y,RENT,60000
N,RENT,60000
N,MORTGAGE,129700
N,MORTGAGE,129900
N,MORTGAGE,129996
N,MORTGAGE,129996
N,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,60000
N,OWN,130000
N,MORTGAGE,130000
N,RENT,60000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,54000
N,OWN,130000
N,RENT,60000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
Y,MORTGAGE,118000
Y,MORTGAGE,130000
N,RENT,60000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
Y,RENT,54000
N,MORTGAGE,130000
N,MORTGAGE,130000
Y,RENT,60000
Y,RENT,54000
N,MORTGAGE,130000
Y,MORTGAGE,130000
Y,MORTGAGE,118000
N,RENT,61000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
Y,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,118000
N,MORTGAGE,130000
Y,RENT,55200
N,RENT,61500
Y,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,61584
Y,MORTGAGE,130000
N,RENT,61656
N,MORTGAGE,130000
N,RENT,62000
Y,MORTGAGE,118000
Y,RENT,62000
Y,MORTGAGE,130000
N,OWN,130000
N,OWN,130000
N,OWN,22800
N,RENT,62400
N,MORTGAGE,130000
N,RENT,57000
N,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,57223
Y,MORTGAGE,130000
N,MORTGAGE,130000
N,MORTGAGE,130000
Y,MORTGAGE,130000
N,MORTGAGE,118000
Y,MORTGAGE,130000
N,MORTGAGE,130000
Y,MORTGAGE,130000
N,MORTGAGE,130000
N,RENT,64000
N,RENT,65000
N,MORTGAGE,130900
N,OWN,22584
N,MORTGAGE,119000
N,MORTGAGE,131000
N,MORTGAGE,131004
N,MORTGAGE,131004
Y,MORTGAGE,131040
N,MORTGAGE,120000
N,MORTGAGE,120000
N,MORTGAGE,132000
N,MORTGAGE,132000
N,MORTGAGE,132000
N,MORTGAGE,132000
N,MORTGAGE,132650
Y,RENT,65000
N,MORTGAGE,133000
N,RENT,65000
Y,MORTGAGE,121000
N,RENT,65000
Y,MORTGAGE,121000
Y,RENT,65000
N,MORTGAGE,134000
N,MORTGAGE,134000
N,MORTGAGE,122000
N,MORTGAGE,134000
Y,MORTGAGE,134500
N,MORTGAGE,134748
N,RENT,51850
N,RENT,67000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
Y,RENT,61000
N,MORTGAGE,135000
N,RENT,67704
N,MORTGAGE,135000
N,OWN,135000
N,RENT,67800
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,123000
N,MORTGAGE,135000
N,RENT,68004
Y,MORTGAGE,123000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,MORTGAGE,135000
N,OWN,135000
N,MORTGAGE,135000
N,MORTGAGE,104550
Y,OWN,123000
N,MORTGAGE,135000
N,MORTGAGE,135000
Y,RENT,70000
Y,MORTGAGE,135000
N,MORTGAGE,135000
N,RENT,64000
Y,MORTGAGE,135000
Y,MORTGAGE,135000
N,RENT,70000
Y,OWN,123000
N,MORTGAGE,135600
Y,RENT,70000
N,MORTGAGE,135996
N,MORTGAGE,136000
N,MORTGAGE,136000
N,MORTGAGE,136000
Y,MORTGAGE,136000
N,MORTGAGE,136092
N,MORTGAGE,136240
N,MORTGAGE,136625
N,MORTGAGE,124886
N,RENT,70000
N,MORTGAGE,137057
N,MORTGAGE,137720
N,MORTGAGE,138000
Y,MORTGAGE,138000
N,MORTGAGE,138000
N,MORTGAGE,138000
N,MORTGAGE,138000
N,MORTGAGE,138000
N,MORTGAGE,138000
N,OWN,21084
Y,MORTGAGE,138000
N,MORTGAGE,138571
N,MORTGAGE,138600
Y,MORTGAGE,138996
N,MORTGAGE,139000
N,MORTGAGE,139008
N,MORTGAGE,139200
N,MORTGAGE,139500
N,MORTGAGE,139913
N,OWN,140000
N,OWN,140000
N,RENT,71000
Y,MORTGAGE,140000
N,OWN,140000
N,MORTGAGE,140000
Y,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,RENT,72000
N,MORTGAGE,128000
N,RENT,72000
N,OWN,21000
Y,MORTGAGE,128000
N,MORTGAGE,140000
N,OWN,20988
N,MORTGAGE,128000
N,MORTGAGE,140000
N,MORTGAGE,140000
Y,MORTGAGE,108800
N,MORTGAGE,140000
N,OWN,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,108800
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,RENT,74000
N,MORTGAGE,140000
Y,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,128000
N,RENT,74028
N,MORTGAGE,140000
N,OWN,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,RENT,74872
N,MORTGAGE,140000
N,RENT,75000
N,OWN,128000
N,MORTGAGE,108800
N,OWN,140000
N,MORTGAGE,140000
N,RENT,75000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140000
N,MORTGAGE,140004
N,MORTGAGE,140004
N,MORTGAGE,140304
N,RENT,75000
N,MORTGAGE,140987
N,MORTGAGE,141000
N,MORTGAGE,141000
N,MORTGAGE,141996
Y,MORTGAGE,129996
N,MORTGAGE,130000
N,MORTGAGE,142000
N,MORTGAGE,142000
N,OWN,142000
N,RENT,69000
N,MORTGAGE,110925
N,MORTGAGE,143000
N,MORTGAGE,143000
N,RENT,75000
N,MORTGAGE,143004
N,MORTGAGE,143150
N,MORTGAGE,143485
N,MORTGAGE,143500
Y,MORTGAGE,144000
N,MORTGAGE,144000
N,MORTGAGE,144000
N,MORTGAGE,144000
N,MORTGAGE,144000
N,MORTGAGE,144000
N,MORTGAGE,144000
N,MORTGAGE,144000
Y,OWN,144000
N,MORTGAGE,144000
N,MORTGAGE,144000
N,MORTGAGE,144000
N,RENT,75127
N,MORTGAGE,144000
N,MORTGAGE,144000
N,RENT,69600
Y,MORTGAGE,144000
Y,RENT,76000
N,MORTGAGE,144000
N,RENT,76000
N,MORTGAGE,144997
N,MORTGAGE,145000
N,OWN,20000
Y,MORTGAGE,145000
N,MORTGAGE,145000
N,RENT,71000
N,OWN,20000
N,RENT,77000
N,MORTGAGE,145000
N,RENT,79000
N,MORTGAGE,145000
N,MORTGAGE,145000
N,RENT,80000
N,MORTGAGE,145000
Y,MORTGAGE,133000
N,MORTGAGE,145986
N,MORTGAGE,113900
N,MORTGAGE,146000
N,MORTGAGE,146000
N,MORTGAGE,146000
N,RENT,80000
Y,RENT,80000
N,MORTGAGE,147500
N,OWN,19200
N,RENT,80000
N,MORTGAGE,147884
Y,MORTGAGE,148000
Y,MORTGAGE,136000
N,RENT,82000
Y,RENT,83500
N,OWN,149616
N,RENT,84000
N,RENT,84000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
Y,MORTGAGE,138000
N,MORTGAGE,150000
N,RENT,66725
Y,RENT,78996
N,MORTGAGE,150000
Y,OWN,150000
N,OWN,19200
Y,MORTGAGE,150000
N,MORTGAGE,138000
N,RENT,73000
N,MORTGAGE,138000
Y,RENT,62050
N,MORTGAGE,117300
N,MORTGAGE,150000
N,MORTGAGE,150000
N,RENT,86000
N,MORTGAGE,150000
N,RENT,86400
N,MORTGAGE,150000
Y,OWN,19200
N,MORTGAGE,150000
N,RENT,87000
Y,OWN,150000
N,RENT,75000
N,MORTGAGE,150000
N,RENT,87000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,OWN,18996
N,MORTGAGE,150000
N,MORTGAGE,150000
Y,MORTGAGE,138000
Y,MORTGAGE,150000
Y,OWN,18720
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,OWN,150000
N,RENT,78000
N,MORTGAGE,150000
N,MORTGAGE,150000
Y,MORTGAGE,150000
N,MORTGAGE,150000
N,RENT,90000
N,MORTGAGE,138000
N,MORTGAGE,138000
Y,MORTGAGE,150000
N,OWN,150000
N,OWN,150000
N,OWN,150000
Y,RENT,90000
N,OWN,150000
N,RENT,90000
Y,MORTGAGE,150000
N,MORTGAGE,150000
Y,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
Y,MORTGAGE,150000
N,RENT,92000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
Y,MORTGAGE,150000
N,MORTGAGE,150000
N,RENT,37800
Y,MORTGAGE,150000
N,MORTGAGE,150000
N,MORTGAGE,150000
N,RENT,29000
N,MORTGAGE,150792
N,MORTGAGE,150996
N,MORTGAGE,151000
Y,MORTGAGE,151800
N,MORTGAGE,152000
Y,MORTGAGE,140004
N,MORTGAGE,153000
Y,MORTGAGE,153000
N,OWN,18000
N,OWN,153000
N,MORTGAGE,153000
N,MORTGAGE,153660
N,OWN,154000
N,MORTGAGE,154000
N,MORTGAGE,154000
N,OWN,155000
Y,RENT,75000
Y,MORTGAGE,143000
N,MORTGAGE,155000
N,MORTGAGE,143000
N,OWN,18000
Y,MORTGAGE,155000
N,RENT,50000
N,MORTGAGE,155004
Y,MORTGAGE,155867
N,MORTGAGE,156000
N,MORTGAGE,156000
N,MORTGAGE,156000
N,MORTGAGE,156000
N,MORTGAGE,156000
N,MORTGAGE,156600
N,MORTGAGE,157000
Y,OWN,157000
Y,OWN,157500
N,MORTGAGE,157544
N,MORTGAGE,145656
N,MORTGAGE,158000
N,MORTGAGE,158000
Y,RENT,111000
N,OWN,158000
N,OWN,158000
N,OWN,158000
N,MORTGAGE,158367
N,MORTGAGE,159000
N,MORTGAGE,159600
N,OWN,159996
N,RENT,38000
N,MORTGAGE,160000
Y,MORTGAGE,148000
N,MORTGAGE,160000
N,MORTGAGE,160000
N,MORTGAGE,160000
N,MORTGAGE,160000
Y,RENT,68324
N,MORTGAGE,160000
N,MORTGAGE,160000
N,RENT,90000
N,MORTGAGE,160000
N,MORTGAGE,160000
Y,RENT,100000
N,OWN,160000
N,OWN,160000
Y,MORTGAGE,148000
N,MORTGAGE,160000
N,MORTGAGE,162480
N,RENT,55000
Y,MORTGAGE,151000
N,MORTGAGE,163232
N,MORTGAGE,165000
N,MORTGAGE,165000
N,MORTGAGE,165000
N,RENT,72000
