person_home_ownership,person_income,loan_int_rate
RENT,60000,13.22
MORTGAGE,63996,5.42
MORTGAGE,75000,
MORTGAGE,78000,
OWN,170000,14.26
MORTGAGE,69000,14.91
RENT,24000,10.95
RENT,85000,7.51
RENT,123000,11.83
RENT,24000,10.65
MORTGAGE,19200,16.77
MORTGAGE,52000,7.88
RENT,49000,10.59
OWN,40000,6.92
MORTGAGE,44004,6.92
MORTGAGE,50000,5.99
MORTGAGE,61455,18.09
RENT,20000,11.89
MORTGAGE,40000,8.59
RENT,54000,15.13
RENT,48000,7.51
RENT,90000,11.99
RENT,38000,9.63
MORTGAGE,32400,
RENT,98004,6.54
RENT,9600,12.73
RENT,60000,8.9
RENT,50000,14.79
RENT,72000,13.04
RENT,60000,11.46
MORTGAGE,120000,6.03
MORTGAGE,92004,9.63
RENT,24000,8.49
RENT,78000,9.63
RENT,50000,7.51
MORTGAGE,78000,15.96
OWN,55000,7.9
MORTGAGE,92000,11.26
RENT,35000,9.88
MORTGAGE,89849,13.98
OWN,300000,10.59
MORTGAGE,56000,8.59
MORTGAGE,30144,12.84
RENT,48000,6.92
MORTGAGE,48000,15.27
OWN,48989,7.14
OWN,57240,11.99
MORTGAGE,60000,11.99
RENT,24960,8.49
RENT,47133,11.86
MORTGAGE,39504,7.37
MORTGAGE,480000,14.61
RENT,60000,7.88
RENT,34152,13.79
MORTGAGE,30000,5.79
RENT,48000,14.35
RENT,74000,13.11
OWN,89520,13.23
MORTGAGE,64600,8.94
MORTGAGE,75000,15.65
RENT,18000,10.37
MORTGAGE,240000,7.51
MORTGAGE,48712,5.42
MORTGAGE,124992,8.49
MORTGAGE,44000,13.23
RENT,44000,10.65
MORTGAGE,24000,6.62
MORTGAGE,54000,8.49
RENT,132000,12.73
RENT,24000,8.9
MORTGAGE,49000,10.59
MORTGAGE,120999,13.61
RENT,60000,13.57
RENT,56100,7.51
MORTGAGE,180000,
RENT,84000,13.16
RENT,69000,5.99
RENT,44000,
MORTGAGE,50000,6.03
OWN,20000,11.83
RENT,64000,12.99
MORTGAGE,96000,10.62
MORTGAGE,190000,
MORTGAGE,118374,13.49
RENT,100000,13.35
MORTGAGE,115000,
RENT,49000,15.31
OWN,78200,17.99
MORTGAGE,96000,5.99
MORTGAGE,58000,
OWN,97000,11.83
MORTGAGE,69000,11.49
MORTGAGE,73000,
RENT,21000,7.9
OWN,69000,11.12
RENT,37440,11.71
OWN,60000,6.17
MORTGAGE,61200,11.86
MORTGAGE,81000,10.08
RENT,30000,5.79
OWN,50000,5.99
RENT,54000,10.99
MORTGAGE,87000,14.96
MORTGAGE,82500,8.94
RENT,62040,13.06
RENT,44000,12.18
RENT,28080,13.57
OWN,150000,8.59
RENT,60353,10.65
MORTGAGE,66000,5.79
MORTGAGE,29100,15.95
RENT,40000,12.53
MORTGAGE,62352,6.62
RENT,30636,10.37
MORTGAGE,29500,10.0
RENT,30000,16.49
MORTGAGE,77000,14.65
RENT,48715,12.87
MORTGAGE,79536,7.9
MORTGAGE,80000,11.36
MORTGAGE,75000,11.34
RENT,30809,11.99
MORTGAGE,53500,9.91
MORTGAGE,55536,
RENT,48000,14.96
RENT,48000,7.88
RENT,53000,9.99
RENT,32900,13.23
RENT,135000,17.74
MORTGAGE,115000,11.86
RENT,68004,10.0
MORTGAGE,38000,9.99
RENT,82500,16.35
RENT,48000,10.62
RENT,24000,7.49
RENT,200000,
RENT,39000,8.59
MORTGAGE,106000,
MORTGAGE,92000,6.62
RENT,46044,
RENT,123000,17.19
RENT,53544,
MORTGAGE,66000,6.03
RENT,64000,11.66
RENT,42000,14.65
MORTGAGE,140000,6.91
RENT,43625,
MORTGAGE,35100,13.47
MORTGAGE,50000,8.9
MORTGAGE,51621,11.49
MORTGAGE,61000,6.03
RENT,50000,13.49
RENT,48996,14.09
MORTGAGE,225000,13.35
MORTGAGE,75000,7.9
RENT,51500,14.83
RENT,105000,
MORTGAGE,48000,14.27
MORTGAGE,111000,6.62
MORTGAGE,83000,8.9
RENT,69996,14.91
MORTGAGE,45000,11.86
MORTGAGE,16656,14.72
RENT,30000,8.9
MORTGAGE,109200,12.23
MORTGAGE,75288,10.0
RENT,84800,
RENT,40000,8.59
RENT,37000,10.36
MORTGAGE,59000,10.36
RENT,52809,10.62
MORTGAGE,40000,5.99
MORTGAGE,79100,6.99
MORTGAGE,99996,7.14
RENT,78000,14.96
RENT,99000,14.26
RENT,28800,7.9
MORTGAGE,65000,
MORTGAGE,54000,9.99
MORTGAGE,90000,12.98
RENT,150000,16.32
RENT,28000,16.07
OWN,42000,15.23
RENT,44760,11.71
RENT,62900,15.31
RENT,65000,13.98
RENT,20000,13.11
RENT,19200,5.99
MORTGAGE,30000,
OWN,54000,6.62
RENT,85000,6.62
MORTGAGE,100000,9.63
OWN,40000,6.99
MORTGAGE,54072,11.89
RENT,45000,7.9
MORTGAGE,33000,11.36
MORTGAGE,108000,12.87
MORTGAGE,30000,7.29
RENT,48996,15.45
RENT,37090,11.12
RENT,115000,12.69
MORTGAGE,138000,11.12
MORTGAGE,91560,6.91
RENT,30000,15.27
RENT,120000,17.04
MORTGAGE,78000,14.26
RENT,44640,11.83
MORTGAGE,55640,
RENT,32040,
OWN,158000,8.49
OWN,45000,12.21
RENT,113000,
RENT,27000,12.21
RENT,48000,10.59
RENT,58000,9.32
RENT,18000,11.12
MORTGAGE,55704,7.51
MORTGAGE,66300,6.03
RENT,64000,12.69
RENT,45000,7.88
MORTGAGE,113000,
RENT,32220,11.49
RENT,74100,13.61
RENT,35000,7.9
RENT,45000,12.61
MORTGAGE,200000,9.63
RENT,47000,10.62
RENT,37920,13.48
OWN,48000,14.54
RENT,34000,10.99
RENT,38000,
RENT,69996,11.11
MORTGAGE,75000,7.51
MORTGAGE,99996,5.42
MORTGAGE,86400,7.9
RENT,65000,6.03
RENT,24000,14.91
RENT,66000,14.96
MORTGAGE,73000,11.83
MORTGAGE,66000,7.51
MORTGAGE,135000,5.42
RENT,160000,15.23
MORTGAGE,50000,
RENT,62000,
OWN,21000,11.83
MORTGAGE,40000,5.99
RENT,40000,14.91
MORTGAGE,140000,16.35
MORTGAGE,60000,6.62
RENT,68508,8.0
MORTGAGE,78000,6.54
MORTGAGE,33600,12.53
MORTGAGE,32000,6.17
RENT,28000,14.22
MORTGAGE,48000,11.99
MORTGAGE,78200,
MORTGAGE,79200,5.42
RENT,48996,12.53
MORTGAGE,102996,
MORTGAGE,90000,12.21
RENT,18000,11.48
RENT,28550,10.59
MORTGAGE,42000,10.75
MORTGAGE,94000,14.27
MORTGAGE,180000,13.23
MORTGAGE,72000,
RENT,45000,14.59
RENT,58800,11.49
RENT,50000,11.49
MORTGAGE,60000,18.53
RENT,40000,12.53
RENT,16800,14.84
RENT,56253,11.36
OWN,38000,8.94
RENT,53004,15.28
RENT,40100,12.99
MORTGAGE,480000,5.42
MORTGAGE,70000,10.25
MORTGAGE,80000,14.17
RENT,27840,19.42
MORTGAGE,91800,15.99
OWN,86000,
MORTGAGE,96000,6.99
RENT,54000,15.31
OWN,25000,13.49
MORTGAGE,45600,6.99
RENT,40000,
RENT,75653,17.58
MORTGAGE,63844,6.54
MORTGAGE,50000,
RENT,14076,6.76
RENT,120000,10.99
RENT,30000,8.49
RENT,50000,13.99
MORTGAGE,84000,7.29
RENT,50000,10.37
RENT,78000,10.62
RENT,60132,10.62
OWN,80000,15.99
MORTGAGE,215662,11.99
MORTGAGE,120000,12.21
MORTGAGE,135000,9.32
MORTGAGE,120000,10.74
MORTGAGE,127000,10.99
MORTGAGE,92000,11.48
RENT,56839,15.33
MORTGAGE,124886,11.99
MORTGAGE,36100,14.27
MORTGAGE,90000,8.49
OWN,40000,5.42
MORTGAGE,50000,11.49
RENT,104371,16.77
RENT,98000,6.91
MORTGAGE,37100,16.82
MORTGAGE,125000,11.14
OWN,142000,11.48
MORTGAGE,125000,6.76
MORTGAGE,65000,7.49
MORTGAGE,55000,13.49
RENT,70000,11.89
MORTGAGE,72000,5.42
MORTGAGE,140987,5.99
MORTGAGE,56864,7.88
RENT,42000,7.9
MORTGAGE,75000,
RENT,100000,11.71
RENT,57600,9.91
MORTGAGE,72000,15.95
RENT,39996,
RENT,24000,14.35
RENT,21120,
RENT,24414,6.91
MORTGAGE,30000,8.94
MORTGAGE,51996,6.99
MORTGAGE,120000,12.53
MORTGAGE,110888,9.91
OWN,47900,13.47
RENT,90000,8.94
RENT,77500,16.49
RENT,97000,12.98
RENT,56888,16.29
RENT,40000,5.79
RENT,29000,
MORTGAGE,106369,6.99
RENT,67000,13.04
RENT,101000,13.22
MORTGAGE,220000,12.99
MORTGAGE,95000,5.99
RENT,80000,6.17
RENT,36400,7.49
MORTGAGE,36000,8.49
MORTGAGE,65000,16.77
MORTGAGE,45000,16.49
MORTGAGE,129700,6.54
RENT,53500,6.76
MORTGAGE,82000,7.51
RENT,43200,7.49
RENT,31000,14.11
MORTGAGE,83000,19.74
RENT,61656,6.91
RENT,30000,9.99
MORTGAGE,26010,9.99
MORTGAGE,52000,9.63
OWN,1200000,6.54
MORTGAGE,1200000,
MORTGAGE,900000,12.69
MORTGAGE,900000,
RENT,69000,
RENT,80000,
RENT,80000,11.99
MORTGAGE,708000,12.18
MORTGAGE,584800,
MORTGAGE,700000,12.53
MORTGAGE,540600,15.99
RENT,85000,8.9
MORTGAGE,500000,12.61
MORTGAGE,403750,
MORTGAGE,480000,7.9
RENT,133000,14.54
MORTGAGE,408000,7.9
RENT,408000,12.61
MORTGAGE,400000,9.91
MORTGAGE,350000,11.49
OWN,336000,11.49
RENT,67920,
RENT,74000,18.79
MORTGAGE,306000,10.62
MORTGAGE,305000,13.43
MORTGAGE,305000,17.93
MORTGAGE,300000,17.27
RENT,55000,9.91
OWN,12000,12.69
MORTGAGE,300000,11.49
RENT,90000,15.99
OWN,12000,7.29
RENT,280000,14.26
RENT,220000,9.91
MORTGAGE,268000,10.37
MORTGAGE,267000,12.69
MORTGAGE,260000,14.96
MORTGAGE,250000,14.27
RENT,56448,18.62
OWN,12000,9.88
MORTGAGE,250000,9.99
RENT,250000,7.88
MORTGAGE,250000,13.11
MORTGAGE,250000,7.14
MORTGAGE,228000,15.31
RENT,85000,14.27
MORTGAGE,233000,11.83
MORTGAGE,230004,15.58
RENT,47000,12.18
RENT,225000,12.69
MORTGAGE,225000,15.62
MORTGAGE,225000,
RENT,176800,10.99
MORTGAGE,210000,10.37
MORTGAGE,210000,6.17
MORTGAGE,210000,13.47
MORTGAGE,210000,9.63
RENT,49000,17.04
MORTGAGE,202000,12.04
RENT,201400,12.23
RENT,60000,9.99
MORTGAGE,200004,
MORTGAGE,200000,7.9
RENT,200000,10.99
MORTGAGE,200000,5.42
MORTGAGE,200000,7.49
MORTGAGE,200000,7.49
MORTGAGE,200000,15.57
OWN,200000,15.2
MORTGAGE,200000,10.38
MORTGAGE,200000,10.75
MORTGAGE,200000,10.99
RENT,66504,17.56
MORTGAGE,200000,11.48
RENT,55250,
RENT,72136,19.41
MORTGAGE,192000,7.9
MORTGAGE,192000,5.99
MORTGAGE,192000,14.79
OTHER,192000,11.48
RENT,69000,14.59
MORTGAGE,189996,13.16
OWN,14400,5.42
RENT,174462,17.04
OWN,186000,6.39
MORTGAGE,185000,11.36
MORTGAGE,180000,14.27
OWN,14400,
RENT,84000,12.87
RENT,84996,11.86
RENT,180000,9.99
MORTGAGE,180000,5.99
MORTGAGE,142800,
RENT,78000,16.02
RENT,82800,12.87
MORTGAGE,175000,7.51
MORTGAGE,175000,9.99
RENT,97000,19.41
RENT,88000,19.66
OWN,15000,13.92
OWN,15000,7.74
RENT,90000,15.65
RENT,175000,9.76
MORTGAGE,174996,13.35
RENT,94000,13.11
MORTGAGE,171996,9.62
MORTGAGE,171194,11.12
MORTGAGE,170004,16.45
RENT,110000,10.99
RENT,98004,19.04
MORTGAGE,170000,9.91
MORTGAGE,170000,7.49
RENT,170000,12.99
RENT,114000,
RENT,103000,12.53
RENT,124499,13.06
RENT,100300,15.7
OWN,15600,15.7
RENT,127000,14.59
RENT,145000,
MORTGAGE,165000,15.65
RENT,158000,16.82
OWN,16500,13.23
RENT,430000,13.8
OWN,16800,10.99
MORTGAGE,160000,6.54
RENT,87000,
RENT,76066,15.65
RENT,68850,15.58
MORTGAGE,148000,14.11
RENT,78200,16.0
MORTGAGE,16908,5.42
RENT,125000,
RENT,118000,13.92
RENT,135000,12.87
RENT,45000,10.65
MORTGAGE,17108,7.51
OWN,17280,16.29
RENT,55059,12.53
RENT,60000,13.85
OWN,17640,7.9
OWN,17721,11.97
OWN,17760,
OWN,17760,5.42
RENT,72800,14.09
RENT,67000,15.31
RENT,78708,11.12
RENT,81000,8.49
RENT,97500,10.99
RENT,100300,11.99
MORTGAGE,18000,5.42
RENT,130000,9.91
RENT,60000,6.91
RENT,38400,
RENT,64000,14.26
OWN,18000,13.47
RENT,83000,12.36
RENT,67147,14.11
RENT,83000,23.22
RENT,38400,18.78
RENT,56524,10.75
RENT,72000,10.62
RENT,82000,10.99
RENT,91000,18.79
RENT,119000,11.49
RENT,167000,10.99
OWN,19200,
RENT,40000,12.99
RENT,42000,7.49
RENT,58000,10.83
RENT,59000,14.11
RENT,80000,11.36
RENT,92000,11.63
RENT,110000,11.11
MORTGAGE,19404,11.14
RENT,200000,10.37
RENT,48000,14.59
RENT,69996,10.37
RENT,69996,13.06
RENT,38000,12.41
OWN,20000,12.69
RENT,39915,7.49
RENT,37000,11.71
RENT,45000,11.36
RENT,48000,13.61
RENT,42000,14.25
RENT,44000,20.4
RENT,50000,13.85
RENT,50004,
RENT,45000,12.53
OWN,20000,7.14
RENT,45996,14.61
MORTGAGE,20112,5.99
RENT,62400,12.68
RENT,64700,11.11
RENT,65000,10.74
RENT,65000,10.25
RENT,65000,16.71
RENT,65004,15.33
RENT,66690,14.59
MORTGAGE,21000,13.43
RENT,72000,12.69
MORTGAGE,21408,11.12
RENT,75000,11.14
OWN,21600,6.03
RENT,76464,13.22
RENT,76500,11.99
OWN,21600,15.23
OWN,21600,8.49
OWN,21600,13.61
MORTGAGE,22000,6.99
RENT,84000,9.64
RENT,73100,14.54
RENT,103000,13.79
RENT,92000,14.46
RENT,110000,6.91
RENT,110000,10.38
RENT,110496,6.91
RENT,108000,16.32
RENT,120000,13.47
RENT,130000,
OWN,23000,8.9
RENT,150000,19.47
RENT,150000,10.08
OWN,23000,7.29
RENT,172800,
RENT,889000,
OWN,23004,7.88
OWN,23004,11.48
RENT,14400,9.25
OWN,23396,10.38
RENT,18000,14.84
RENT,48384,14.96
MORTGAGE,23868,12.53
MORTGAGE,24000,10.65
RENT,103000,7.88
MORTGAGE,24000,6.03
RENT,150000,
RENT,40000,12.42
RENT,45000,10.83
RENT,58000,10.99
MORTGAGE,24000,
RENT,36480,11.71
RENT,43200,8.88
RENT,50000,14.35
MORTGAGE,24000,13.49
RENT,48500,13.85
RENT,55000,7.88
RENT,70000,11.14
RENT,73500,
MORTGAGE,24000,15.58
OWN,24000,14.72
RENT,77000,10.65
RENT,62900,17.27
RENT,81000,10.59
RENT,82000,13.22
RENT,82500,7.51
MORTGAGE,24000,
RENT,85000,11.48
RENT,90000,13.11
RENT,125000,11.11
RENT,130000,11.71
OWN,24000,14.74
RENT,168000,17.93
MORTGAGE,24000,9.63
RENT,85000,13.49
RENT,51000,10.38
RENT,70000,11.71
RENT,72194,8.88
RENT,75000,7.9
RENT,95000,10.0
RENT,86400,7.51
OWN,25000,13.06
MORTGAGE,25000,7.29
RENT,47000,7.9
MORTGAGE,25000,9.62
RENT,72000,13.61
RENT,92000,12.69
RENT,36000,8.9
RENT,36000,11.49
RENT,43680,
RENT,45000,12.99
MORTGAGE,25000,8.7
RENT,44000,14.65
RENT,50000,7.9
MORTGAGE,25200,12.23
RENT,60000,
RENT,54000,12.87
RENT,60000,13.22
MORTGAGE,25700,
RENT,65000,11.83
RENT,67000,10.99
RENT,70000,7.9
RENT,70000,11.99
RENT,71004,9.25
RENT,69000,14.96
RENT,22000,7.29
RENT,25000,8.0
OWN,26000,8.59
RENT,27600,11.49
RENT,28800,
RENT,35000,7.9
MORTGAGE,26400,16.29
RENT,38400,14.72
RENT,39960,15.23
RENT,44000,5.42
RENT,42000,7.51
RENT,61000,9.45
MORTGAGE,26400,12.21
MORTGAGE,26500,6.03
OWN,26748,7.88
OWN,26880,7.66
RENT,16800,13.06
RENT,17112,7.66
RENT,18300,14.74
RENT,19200,9.62
RENT,29000,12.42
OWN,27000,7.14
RENT,57000,15.99
RENT,85000,8.9
MORTGAGE,27012,5.99
MORTGAGE,27040,9.99
MORTGAGE,27040,8.59
RENT,37500,6.91
MORTGAGE,27500,13.92
RENT,26400,6.91
RENT,27340,12.99
RENT,29004,7.51
RENT,30132,12.98
RENT,30996,13.72
RENT,29000,10.39
RENT,35004,7.37
RENT,35400,12.87
MORTGAGE,28000,
RENT,32004,14.74
RENT,33500,14.74
MORTGAGE,28000,15.62
RENT,39000,10.36
RENT,49788,9.32
RENT,51600,11.86
RENT,52000,8.94
OWN,28000,8.94
MORTGAGE,28000,7.74
RENT,55000,5.99
RENT,63000,8.0
RENT,74600,13.61
RENT,80000,11.49
RENT,89004,11.36
RENT,90000,14.27
MORTGAGE,28500,6.76
RENT,14000,13.16
RENT,27000,6.99
MORTGAGE,28650,10.37
RENT,44000,10.59
RENT,14400,
RENT,19200,11.99
RENT,27000,11.36
RENT,45000,14.27
OWN,28800,11.11
RENT,44000,14.91
MORTGAGE,28800,6.54
RENT,50400,8.9
RENT,51000,7.51
MORTGAGE,28800,
RENT,156326,8.0
RENT,11340,
RENT,40000,11.86
RENT,90000,12.42
RENT,12000,10.65
MORTGAGE,29000,
RENT,15000,12.84
RENT,18000,7.29
RENT,18996,7.88
RENT,19200,8.49
RENT,19632,13.47
OWN,29004,7.88
RENT,20400,20.99
MORTGAGE,29004,11.58
RENT,24000,10.99
OWN,29280,7.37
RENT,24000,7.75
OWN,29500,11.83
RENT,25209,
RENT,26500,13.16
RENT,28500,
OWN,29894,9.63
MORTGAGE,30000,12.42
RENT,102000,8.94
RENT,102000,13.22
RENT,108000,13.57
OWN,30000,16.29
RENT,120000,12.99
RENT,122000,
MORTGAGE,30000,8.9
RENT,225000,15.62
RENT,528000,
RENT,63000,9.63
RENT,48000,
RENT,30123,14.26
RENT,32496,10.99
RENT,32500,17.27
RENT,33000,16.89
MORTGAGE,30000,15.23
RENT,60000,12.53
RENT,65000,7.9
RENT,69000,8.9
MORTGAGE,30000,
RENT,85000,6.62
RENT,372000,
OWN,30000,13.43
RENT,34800,14.72
RENT,9732,9.63
RENT,34000,17.58
RENT,30000,
RENT,54000,10.59
RENT,52500,5.42
RENT,30000,14.79
MORTGAGE,30000,7.88
RENT,22000,14.17
RENT,40080,7.88
RENT,15864,11.11
RENT,13440,17.49
RENT,14000,
RENT,15000,9.91
MORTGAGE,30000,14.96
RENT,21996,14.11
RENT,24500,11.71
RENT,32280,8.88
OWN,30000,
RENT,35000,
RENT,32000,18.79
RENT,38568,18.39
RENT,45000,9.91
RENT,57110,10.0
RENT,60000,5.79
RENT,100000,9.99
MORTGAGE,30000,11.22
MORTGAGE,30160,
OWN,30480,11.99
RENT,100000,8.9
RENT,201000,11.49
RENT,33481,15.68
RENT,62692,9.88
MORTGAGE,31000,11.99
RENT,63000,11.48
RENT,36000,12.73
RENT,38400,
MORTGAGE,31200,13.49
MORTGAGE,31200,9.99
RENT,22178,5.99
RENT,26568,10.37
RENT,31000,8.9
RENT,32004,7.49
RENT,36000,9.76
MORTGAGE,32000,10.65
MORTGAGE,32000,
RENT,48000,14.65
RENT,48000,9.62
MORTGAGE,32000,10.37
MORTGAGE,32000,8.88
RENT,59000,18.78
RENT,60072,11.49
RENT,68000,7.88
RENT,72000,15.05
RENT,80000,10.99
RENT,117300,7.29
RENT,24000,7.88
RENT,19200,16.49
RENT,10800,16.77
MORTGAGE,32304,9.63
RENT,14400,13.61
OWN,32400,15.99
RENT,17520,
MORTGAGE,32400,13.24
RENT,18000,13.23
MORTGAGE,32642,11.49
RENT,21000,
RENT,21600,14.09
RENT,21600,12.18
RENT,30000,12.23
RENT,30000,10.38
RENT,30000,11.03
RENT,31200,12.42
RENT,32000,6.99
RENT,30000,12.99
RENT,30132,13.85
RENT,37000,
MORTGAGE,33000,
RENT,38500,
RENT,40000,11.71
OWN,33240,7.29
RENT,38000,17.56
RENT,46000,11.71
RENT,47000,
OWN,33600,18.39
OWN,33600,8.49
RENT,47004,11.49
MORTGAGE,33600,5.42
RENT,48000,6.99
RENT,49000,7.51
RENT,50000,11.26
RENT,50000,11.58
MORTGAGE,33600,
RENT,48686,13.99
MORTGAGE,33888,7.49
RENT,50000,11.71
MORTGAGE,34000,10.65
RENT,50400,12.87
RENT,51500,12.53
RENT,52000,11.99
RENT,53000,7.88
OWN,34000,13.98
RENT,54000,10.62
RENT,55000,9.91
MORTGAGE,34000,
RENT,49000,14.59
RENT,55000,12.53
MORTGAGE,34000,9.76
RENT,55200,11.71
RENT,56500,10.37
MORTGAGE,34560,
RENT,53000,9.32
RENT,54000,8.94
RENT,49000,
MORTGAGE,34800,7.49
RENT,55000,
RENT,55000,10.2
RENT,57000,10.0
RENT,58752,10.01
RENT,54000,16.89
MORTGAGE,35000,8.9
RENT,60000,12.53
MORTGAGE,35000,10.65
RENT,62000,8.9
RENT,64200,7.74
RENT,64680,12.53
RENT,65000,10.99
MORTGAGE,35000,16.29
OWN,35000,8.9
MORTGAGE,35000,7.51
RENT,69996,10.75
MORTGAGE,29000,8.49
RENT,74500,14.27
RENT,79272,5.79
RENT,85000,13.49
RENT,88000,7.4
RENT,94000,10.99
RENT,97000,9.25
MORTGAGE,35000,7.29
MORTGAGE,35000,10.37
MORTGAGE,35000,13.06
RENT,360000,11.48
RENT,65000,13.49
RENT,50000,13.47
RENT,53000,15.27
MORTGAGE,35000,10.38
MORTGAGE,35000,
RENT,33888,12.86
RENT,42000,12.18
OWN,35000,
RENT,63000,
RENT,88000,10.99
OTHER,35000,
OWN,35000,7.37
RENT,23004,15.21
RENT,28800,14.72
RENT,125000,7.49
MORTGAGE,35004,
RENT,35820,8.88
MORTGAGE,35004,6.39
RENT,40000,
RENT,55000,16.89
MORTGAGE,35100,7.88
MORTGAGE,35256,5.99
MORTGAGE,35300,10.25
RENT,29000,8.0
RENT,16107,10.36
RENT,20640,12.61
RENT,35010,12.68
MORTGAGE,36000,7.9
RENT,37000,12.87
MORTGAGE,36000,9.91
RENT,38400,12.99
RENT,39000,13.11
MORTGAGE,36000,7.9
OWN,36000,7.9
MORTGAGE,36000,6.03
RENT,43000,11.83
OWN,36000,6.99
RENT,44000,13.61
MORTGAGE,36000,7.49
RENT,53000,9.32
MORTGAGE,36000,13.99
MORTGAGE,30000,15.62
MORTGAGE,36000,13.99
RENT,10200,11.49
RENT,30500,7.68
RENT,35496,10.37
MORTGAGE,36000,10.38
MORTGAGE,36000,7.51
RENT,37200,12.73
RENT,38000,10.37
MORTGAGE,36000,7.88
RENT,48000,7.66
MORTGAGE,36000,11.48
RENT,42000,13.55
MORTGAGE,36000,9.63
RENT,60000,9.91
RENT,62000,8.07
RENT,63000,
RENT,61000,16.02
RENT,70000,7.29
MORTGAGE,36156,12.21
RENT,108000,13.49
RENT,96050,16.77
RENT,47908,5.99
RENT,55000,12.42
RENT,124800,7.14
RENT,38400,10.99
RENT,35000,10.65
RENT,30000,12.21
RENT,33000,14.96
RENT,56004,10.36
RENT,60000,10.74
RENT,69350,5.42
RENT,70000,12.21
RENT,77000,7.14
RENT,119000,7.49
RENT,41000,15.37
MORTGAGE,37000,10.59
MORTGAGE,37000,12.99
RENT,30000,
RENT,117000,11.14
RENT,29000,7.51
MORTGAGE,37000,6.91
RENT,51504,12.53
MORTGAGE,37000,8.0
RENT,36000,7.66
RENT,90000,11.49
RENT,42500,7.88
MORTGAGE,37400,6.0
MORTGAGE,37440,11.14
RENT,54250,10.0
MORTGAGE,37500,11.49
RENT,60000,5.99
OTHER,37500,13.47
MORTGAGE,37500,9.32
RENT,68480,15.23
RENT,74000,15.62
RENT,31000,16.32
MORTGAGE,38000,
RENT,140000,
RENT,21600,
RENT,36996,12.53
RENT,60000,10.37
RENT,54000,
MORTGAGE,32000,10.59
RENT,85000,5.42
RENT,13273,9.99
RENT,78000,
RENT,12360,9.99
RENT,17600,16.0
RENT,19200,10.0
RENT,19200,
RENT,20800,19.41
RENT,21600,7.51
RENT,22000,10.0
RENT,22000,12.68
RENT,24000,16.07
MORTGAGE,38208,
MORTGAGE,38268,12.18
RENT,26280,9.99
MORTGAGE,38400,7.9
RENT,27600,11.86
MORTGAGE,38400,8.9
RENT,28800,10.74
RENT,29536,11.89
MORTGAGE,38400,6.99
RENT,30000,10.74
OWN,38400,6.17
RENT,31200,14.96
MORTGAGE,38400,
RENT,32004,14.35
MORTGAGE,38500,13.98
RENT,34000,14.59
RENT,34800,13.49
MORTGAGE,38795,
RENT,30000,17.99
RENT,36000,15.2
MORTGAGE,39000,9.99
MORTGAGE,39000,5.79
RENT,33000,
RENT,39996,10.99
RENT,33996,
RENT,40000,11.49
MORTGAGE,39000,8.59
RENT,35000,9.32
MORTGAGE,33099,
RENT,42000,13.43
OWN,39480,8.49
RENT,43000,13.23
RENT,43000,13.92
OWN,39500,7.29
OWN,39520,5.79
RENT,49000,9.25
MORTGAGE,39600,
MORTGAGE,39700,13.23
RENT,50000,7.88
RENT,50004,7.68
OWN,39960,6.54
RENT,45000,11.49
RENT,51000,11.12
MORTGAGE,39996,5.42
RENT,55000,6.03
MORTGAGE,39996,15.21
RENT,61260,14.82
RENT,63000,
RENT,73000,11.12
RENT,74000,11.26
MORTGAGE,40000,7.9
RENT,75000,16.29
RENT,86400,
RENT,76000,17.39
MORTGAGE,40000,6.62
RENT,28800,14.72
OWN,40000,5.42
RENT,50000,10.99
OWN,40000,7.49
MORTGAGE,34000,15.62
OWN,40000,10.99
MORTGAGE,40000,10.99
RENT,20004,10.74
RENT,24000,14.09
RENT,53976,15.62
MORTGAGE,40000,18.07
MORTGAGE,40000,
MORTGAGE,40000,8.49
OWN,40000,
MORTGAGE,40000,5.99
OWN,40000,10.37
RENT,32000,7.51
RENT,35004,12.68
MORTGAGE,40000,6.91
RENT,35000,14.59
RENT,42000,6.62
MORTGAGE,40000,10.36
RENT,45600,11.86
RENT,50000,10.74
OWN,40000,7.88
RENT,52000,11.99
RENT,53000,6.03
RENT,65000,13.43
RENT,67000,5.42
RENT,84998,10.99
RENT,110000,13.49
RENT,35880,12.23
RENT,42000,
RENT,45840,10.99
OWN,40000,7.88
MORTGAGE,40000,7.74
MORTGAGE,40000,11.83
RENT,47004,
RENT,14004,15.28
MORTGAGE,40000,12.21
RENT,24000,7.49
RENT,30960,11.49
OWN,40000,8.0
RENT,33600,8.49
OWN,40008,11.71
MORTGAGE,40246,8.9
RENT,36000,10.75
MORTGAGE,40320,16.07
RENT,40000,
OWN,40452,11.71
MORTGAGE,40500,5.42
OWN,40800,11.99
OWN,40800,13.49
MORTGAGE,40800,16.32
MORTGAGE,40800,7.51
OWN,40800,8.59
RENT,55000,8.9
RENT,60000,12.12
RENT,56000,16.7
RENT,64000,12.73
RENT,59000,14.54
MORTGAGE,41000,10.99
MORTGAGE,41000,10.62
RENT,80000,7.88
RENT,92000,7.88
MORTGAGE,41000,13.22
MORTGAGE,41000,12.53
RENT,107473,12.23
MORTGAGE,41004,11.99
RENT,95000,7.88
RENT,83400,16.4
RENT,96000,19.04
RENT,100000,13.55
RENT,112000,11.26
RENT,103000,15.62
RENT,115000,10.37
MORTGAGE,41760,5.79
RENT,117000,7.66
MORTGAGE,41869,7.14
RENT,120000,11.49
RENT,120000,10.28
RENT,121200,6.03
